"","X","time_stamp","event","worker_id","file_name.x","session_id","microtask_id","question_type","question","answer","answer_index","confidence","difficulty","duration","explanation","consent_date","language","profession","gender","learned","years_programming","country","age","test1","test2","test3","test4","test5","qualification_score.x","test_duration","feedback","quit_fileName","quit_reason","line","char_count","cyclomatic_complexity","length_Halstead","volume_Halstead","LOC","trimmed_LOC","s_char_count","s_cyclomatic_complexity","s_length_Halstead","s_volume_Halstead","s_LOC","s_trimmed_LOC","LineID","isBugCovering","type","faulty_lines","all_Lines","LOC_inspection","LOC_original","isAnswerCorrect","file_name.y","adjusted_score","qualification_score.y","testDuration_fastMembership","is_fast"
"1267",836,"Tue 2015 Jul 07 17:43:46.791","MICROTASK","92ea8E5i07-8:77cc-5c0G32-4_3","HIT07_33","752Gc-2E9A20-8","101","METHOD_INVOCATION","Is there any issue with the  method invocation(s) 'Class[]'  at line  908 that might be related to the failure?","NO_THERE_IS_NOT_AN_ISSUE",2,5,1,1070735,"908 is not the cause of issue. The issue is in the for loop which is at line 909. A null check should be included before calling  array[i].getClass(); .",1.44e+12,"Java; C","Graduate_Student","Male","High_School;University",6,"USA",25,TRUE,TRUE,TRUE,FALSE,TRUE,4,429298,"The two values are not equal which resulted in the assertion failure. ","HIT04_7","TOO_DIFFICULT",908,45,1,17,51,1,1,284,8,146,686.2641988,11,9,908,FALSE,"method invocation","","908",1,1,TRUE,"HIT08_54",1.14407742243869,5,0.655381134005695,TRUE
"1274",841,"Tue 2015 Jul 07 17:45:14.476","MICROTASK","92ea8E5i07-8:77cc-5c0G32-4_3","HIT07_33","752Gc-2E9A20-8","98","IF_CONDITIONAL","Is there any issue with the conditional clause between lines 903 and 907 that might be related to the failure?","NO_THERE_IS_NOT_AN_ISSUE",3,5,1,87685,"These conditional clauses are not related to the error. The error/exception is caused on line 910. While getting the class details of null object the error has occured. ",1.44e+12,"Java; C","Graduate_Student","Male","High_School;University",6,"USA",25,TRUE,TRUE,TRUE,FALSE,TRUE,4,429298,"The two values are not equal which resulted in the assertion failure. ","HIT04_7","TOO_DIFFICULT",903,100,6,63,217.944192,5,4,284,8,146,686.2641988,11,9,903,FALSE,"conditional","","903;904;905;906",4,5,TRUE,"HIT08_54",1.14407742243869,5,0.655381134005695,TRUE
"1305",865,"Tue 2015 Jul 07 18:11:25.088","MICROTASK","358ig-7C7C5-1-2:10EI0c-3A0-3-9_3","HIT07_33","748Ce-3E4I-110","97","VARIABLE_DECLARATION","Is there any issue with the use or the definition of variable 'array' in the source code below that might be related to the failure?","NO_THERE_IS_NOT_AN_ISSUE",1,4,2,232358,"It looks like array is being properly declared as a variable here and that shouldn t be causing a problem.",1.44e+12,"SQL","Professional_Developer","Male","University",5,"USA",32,TRUE,TRUE,TRUE,TRUE,TRUE,5,69343,"I thought this was interesting.","","",902,50,1,14,39.30296891,1,1,284,8,146,686.2641988,11,9,902,TRUE,"variable","910","903;905;908;909;910",5,5,FALSE,"HIT02_24",0.36058184096042,3,0.65282154944554,TRUE
"1307",866,"Tue 2015 Jul 07 18:13:16.609","MICROTASK","358ig-7C7C5-1-2:10EI0c-3A0-3-9_3","HIT07_33","748Ce-3E4I-110","102","FOR_LOOP","Is there any issue with the For-loop between lines 909 and 911 that might be related to the failure?","YES_THERE_IS_AN_ISSUE",2,2,3,111521,"I m not sure if the .getClass() call is actually calling anything that is defined in the programming. This could potentially be causing a null exception.",1.44e+12,"SQL","Professional_Developer","Male","University",5,"USA",32,TRUE,TRUE,TRUE,TRUE,TRUE,5,69343,"I thought this was interesting.","","",909,74,2,42,150.568425,3,2,284,8,146,686.2641988,11,9,909,TRUE,"loop","910","909;910",2,3,TRUE,"HIT02_24",0.36058184096042,3,0.65282154944554,TRUE
"1310",868,"Tue 2015 Jul 07 18:14:03.161","MICROTASK","358ig-7C7C5-1-2:10EI0c-3A0-3-9_3","HIT07_33","748Ce-3E4I-110","99","IF_CONDITIONAL","Is there any issue with the conditional clause between lines 905 and 907 that might be related to the failure?","NO_THERE_IS_NOT_AN_ISSUE",3,4,2,46552,"This looks like it s just creating a default empty array if the array that was used as input doesn t have any values. This looks ok.",1.44e+12,"SQL","Professional_Developer","Male","University",5,"USA",32,TRUE,TRUE,TRUE,TRUE,TRUE,5,69343,"I thought this was interesting.","","",905,68,4,34,112.9455552,3,2,284,8,146,686.2641988,11,9,905,FALSE,"conditional","","905;906",2,3,TRUE,"HIT02_24",0.36058184096042,3,0.65282154944554,TRUE
"1317",874,"Tue 2015 Jul 07 18:19:11.412","MICROTASK","358ig-7C7C5-1-2:10EI0c-3A0-3-9_3","HIT08_54","898gg-5I8a-5-24","127","METHOD_INVOCATION","Is there any issue with the  method invocation(s) 'charAt'  at line  121 that might be related to the failure?","YES_THERE_IS_AN_ISSUE",1,4,3,219831,"If I m reading this correctly; I believe this part is checking to see if the character in the 5th position is a  _  and if not; return the error that you re getting in the test so I think this could be the issue.",1.44e+12,"SQL","Professional_Developer","Male","University",5,"USA",32,TRUE,TRUE,TRUE,TRUE,TRUE,5,69343,"I thought this was interesting.","","",121,27,2,26,72.99122797,1,1,957,27,513,2833.587283,33,25,121,FALSE,"method invocation","","121",1,1,FALSE,"HIT02_24",0.36058184096042,3,0.65282154944554,TRUE
"1332",887,"Tue 2015 Jul 07 18:34:03.484","MICROTASK","358ig-7C7C5-1-2:10EI0c-3A0-3-9_3","HIT08_54","898gg-5I8a-5-24","119","VARIABLE_DECLARATION","Is there any issue with the use or the definition of variable 'ch3' in the source code below that might be related to the failure?","NO_THERE_IS_NOT_AN_ISSUE",2,4,2,892072,"This doesn t look like a problem because it is just a character being declared with a single character from the array.",1.44e+12,"SQL","Professional_Developer","Male","University",5,"USA",32,TRUE,TRUE,TRUE,TRUE,TRUE,5,69343,"I thought this was interesting.","","",113,25,1,18,50.5323886,1,1,957,27,513,2833.587283,33,25,113,TRUE,"variable","115","113;115",2,2,FALSE,"HIT02_24",0.36058184096042,3,0.65282154944554,TRUE
"1336",890,"Tue 2015 Jul 07 18:35:28.556","MICROTASK","358ig-7C7C5-1-2:10EI0c-3A0-3-9_3","HIT08_54","898gg-5I8a-5-24","111","METHOD_INVOCATION","Is there any issue with the  method invocation(s) 'charAt'  at line  102 that might be related to the failure?","NO_THERE_IS_NOT_AN_ISSUE",3,4,2,85072,"This doesn t look like a problem either because again; it is a single character being declared by a single character from the array.",1.44e+12,"SQL","Professional_Developer","Male","University",5,"USA",32,TRUE,TRUE,TRUE,TRUE,TRUE,5,69343,"I thought this was interesting.","","",102,25,1,14,39.30296891,1,1,957,27,513,2833.587283,33,25,102,FALSE,"method invocation","","102",1,1,TRUE,"HIT02_24",0.36058184096042,3,0.65282154944554,TRUE
"1399",947,"Tue 2015 Jul 07 19:57:27.203","MICROTASK","28Gc-2i-9C-18-2:442cA-6G6i-749_3","HIT08_54","888eA0c4i38-1","121","VARIABLE_DECLARATION","Is there any issue with the use or the definition of variable 'ch4' in the source code below that might be related to the failure?","NO_THERE_IS_NOT_AN_ISSUE",1,5,1,392801,"The problem is with  ch3  because based on  fr__POSIX ; ch3 will be  _ ; which is not a letter between A and Z.  The function is expecting one underscore; where as the string passed in has two underscores. ",1.44e+12,"c++","Professional_Developer","Female","University",14,"USA",36,TRUE,TRUE,TRUE,FALSE,TRUE,4,182755,"","","",114,25,1,18,50.5323886,1,1,957,27,513,2833.587283,33,25,114,FALSE,"variable","","114;115",2,2,TRUE,"HIT08_54",-0.0298473032062359,3,0.62161417274137,TRUE
"1403",949,"Tue 2015 Jul 07 19:59:05.403","MICROTASK","28Gc-2i-9C-18-2:442cA-6G6i-749_3","HIT08_54","888eA0c4i38-1","113","METHOD_INVOCATION","Is there any issue with the  method invocation(s) 'charAt'  at line  103 that might be related to the failure?","NO_THERE_IS_NOT_AN_ISSUE",2,5,1,98200,"No; that line would correctly get  r ; which is between  a  and  z .",1.44e+12,"c++","Professional_Developer","Female","University",14,"USA",36,TRUE,TRUE,TRUE,FALSE,TRUE,4,182755,"","","",103,25,1,14,39.30296891,1,1,957,27,513,2833.587283,33,25,103,FALSE,"method invocation","","103",1,1,TRUE,"HIT08_54",-0.0298473032062359,3,0.62161417274137,TRUE
"1411",955,"Tue 2015 Jul 07 20:06:13.782","MICROTASK","28Gc-2i-9C-18-2:442cA-6G6i-749_3","HIT08_54","888eA0c4i38-1","105","VARIABLE_DECLARATION","Is there any issue with the use or the definition of variable 'str' in the source code below that might be related to the failure?","YES_THERE_IS_AN_ISSUE",3,3,3,428379,"The variable  str  could be more descriptively; like  localStr .  Other than that; I don t think there s a problem.",1.44e+12,"c++","Professional_Developer","Female","University",14,"USA",36,TRUE,TRUE,TRUE,FALSE,TRUE,4,182755,"","","",94,43,1,10,28.07354922,1,1,957,27,513,2833.587283,33,25,94,FALSE,"variable","","95;98;100;102;103;105;108;110;111;113;114;116;119;121;122;124",16,16,FALSE,"HIT08_54",-0.0298473032062359,3,0.62161417274137,TRUE
"1415",958,"Tue 2015 Jul 07 20:10:18.425","MICROTASK","358ig-7C7C5-1-2:10EI0c-3A0-3-9_3","HIT05_35","74IE5g1C5-97","76","METHOD_INVOCATION","Is there any issue with the  method invocation(s) 'getClass'  at line  3288 that might be related to the failure?","YES_THERE_IS_AN_ISSUE",1,1,4,218174,"I m not confident in this one but I think it s possible that this could be causing a class cast exception because you are attempting to get the class of an element here within an array. There may be an issue with the type of variable there",1.44e+12,"SQL","Professional_Developer","Male","University",5,"USA",32,TRUE,TRUE,TRUE,TRUE,TRUE,5,69343,"I thought this was interesting.","","",3288,105,1,38,136.228575,1,1,310,2,126,630,6,5,3288,FALSE,"method invocation","","3288",1,1,FALSE,"HIT02_24",0.36058184096042,3,0.65282154944554,TRUE
"1418",960,"Tue 2015 Jul 07 20:11:25.380","MICROTASK","358ig-7C7C5-1-2:10EI0c-3A0-3-9_3","HIT05_35","74IE5g1C5-97","73","IF_CONDITIONAL","Is there any issue with the conditional clause at line 3288 that might be related to the failure?","YES_THERE_IS_AN_ISSUE",2,2,4,66955,"I believe the error is likely to be somewhere in this line given that the failure is a class cast exception and this is the line where the classes are being retrieved. I m not confident in which part specifically the issue is though.",1.44e+12,"SQL","Professional_Developer","Male","University",5,"USA",32,TRUE,TRUE,TRUE,TRUE,TRUE,5,69343,"I thought this was interesting.","","",3288,105,1,38,136.228575,1,1,310,2,126,630,6,5,3288,TRUE,"conditional","3288","3288",1,1,TRUE,"HIT02_24",0.36058184096042,3,0.65282154944554,TRUE
"1420",961,"Tue 2015 Jul 07 20:12:15.348","MICROTASK","358ig-7C7C5-1-2:10EI0c-3A0-3-9_3","HIT05_35","74IE5g1C5-97","70","VARIABLE_DECLARATION","Is there any issue with the use or the definition of variable 'array' in the source code below that might be related to the failure?","NO_THERE_IS_NOT_AN_ISSUE",3,3,3,49968,"I don t think the issue lies in the function variable here. This appears to be a correct application of the array declaration.",1.44e+12,"SQL","Professional_Developer","Male","University",5,"USA",32,TRUE,TRUE,TRUE,TRUE,TRUE,5,69343,"I thought this was interesting.","","",3287,49,1,18,54,1,1,310,2,126,630,6,5,3288,FALSE,"variable","","3288;3290",2,2,TRUE,"HIT02_24",0.36058184096042,3,0.65282154944554,TRUE
"1422",962,"Tue 2015 Jul 07 20:17:39.419","MICROTASK","28Gc-2i-9C-18-2:442cA-6G6i-749_3","HIT07_33","737EG0i4g82-2","104","METHOD_INVOCATION","Is there any issue with the  method invocation(s) 'getClass'  at line  910 that might be related to the failure?","YES_THERE_IS_AN_ISSUE",1,5,2,485485,"The FOR loop should check if the element (array[i]) is null.  If yes; then set classes[i] to null.  Else; assign classes[i] to the return of getClass().",1.44e+12,"c++","Professional_Developer","Female","University",14,"USA",36,TRUE,TRUE,TRUE,FALSE,TRUE,4,182755,"","","",910,33,1,20,51.69925001,1,1,284,8,146,686.2641988,11,9,910,TRUE,"method invocation","910","910",1,1,TRUE,"HIT08_54",-0.0298473032062359,3,0.62161417274137,TRUE
"1425",964,"Tue 2015 Jul 07 20:19:34.705","MICROTASK","28Gc-2i-9C-18-2:442cA-6G6i-749_3","HIT07_33","737EG0i4g82-2","101","METHOD_INVOCATION","Is there any issue with the  method invocation(s) 'Class[]'  at line  908 that might be related to the failure?","NO_THERE_IS_NOT_AN_ISSUE",2,4,2,115285,"No; that line just creates a Class<> array of the length of array.length.",1.44e+12,"c++","Professional_Developer","Female","University",14,"USA",36,TRUE,TRUE,TRUE,FALSE,TRUE,4,182755,"","","",908,45,1,17,51,1,1,284,8,146,686.2641988,11,9,908,FALSE,"method invocation","","908",1,1,TRUE,"HIT08_54",-0.0298473032062359,3,0.62161417274137,TRUE
"1445",980,"Tue 2015 Jul 07 20:37:44.711","MICROTASK","28Gc-2i-9C-18-2:442cA-6G6i-749_3","HIT05_35","72Gg1g-5e9-1-4","78","METHOD_INVOCATION","Is there any issue with the  method invocation(s) 'copyArrayGrow1'  at line  3290 that might be related to the failure?","YES_THERE_IS_AN_ISSUE",1,4,4,982453,"Because (null; null) is being passed into ArrayUtils.add(); the resulting array from copyArrayGrow1 will be an Object array and not a String array.  However; T is String so line 3290 will try to cast the returned Object array into a String array; which is disallowed.",1.44e+12,"c++","Professional_Developer","Female","University",14,"USA",36,TRUE,TRUE,TRUE,FALSE,TRUE,4,182755,"","","",3290,49,1,22,61.76180829,1,1,310,2,126,630,6,5,3290,FALSE,"method invocation","","3290",1,1,FALSE,"HIT08_54",-0.0298473032062359,3,0.62161417274137,TRUE
"1449",983,"Tue 2015 Jul 07 20:39:44.660","MICROTASK","28Gc-2i-9C-18-2:442cA-6G6i-749_3","HIT05_35","72Gg1g-5e9-1-4","75","IF_CONDITIONAL","Is there any issue with the conditional clause at line 3288 that might be related to the failure?","NO_THERE_IS_NOT_AN_ISSUE",2,5,1,119949,"No; because that line doesn t do any casting which is what the exception is about.  That line correctly checks that if element is not null; then set type to return of getClass(); else set type to Object.class.",1.44e+12,"c++","Professional_Developer","Female","University",14,"USA",36,TRUE,TRUE,TRUE,FALSE,TRUE,4,182755,"","","",3288,105,1,38,136.228575,1,1,310,2,126,630,6,5,3288,FALSE,"conditional","","3288",1,1,TRUE,"HIT08_54",-0.0298473032062359,3,0.62161417274137,TRUE
"1453",985,"Tue 2015 Jul 07 20:42:18.335","MICROTASK","28Gc-2i-9C-18-2:442cA-6G6i-749_3","HIT05_35","72Gg1g-5e9-1-4","72","VARIABLE_DECLARATION","Is there any issue with the use or the definition of variable 'type' in the source code below that might be related to the failure?","NO_THERE_IS_NOT_AN_ISSUE",3,3,3,153675,"I don t think there s a problem as Class<?> can represent a Class object of any type.",1.44e+12,"c++","Professional_Developer","Female","University",14,"USA",36,TRUE,TRUE,TRUE,FALSE,TRUE,4,182755,"","","",3288,105,1,38,136.228575,1,1,310,2,126,630,6,5,3288,TRUE,"variable","3288;3290","3288;3290",2,2,FALSE,"HIT08_54",-0.0298473032062359,3,0.62161417274137,TRUE
"1463",992,"Tue 2015 Jul 07 20:46:47.746","MICROTASK","98cg8a0A69-1:439ee9e-2i-106_3","HIT08_54","879AI-2e1E271","122","METHOD_INVOCATION","Is there any issue with the  method invocation(s) 'charAt'  at line  114 that might be related to the failure?","NO_THERE_IS_NOT_AN_ISSUE",1,5,3,375625,"ch4 is  _  and when tested if  _  is greater than  Z ; the value is true; throwing the exception",1.44e+12,"C++","Undergraduate_Student","Male","University",4,"USA",22,TRUE,FALSE,TRUE,TRUE,TRUE,4,813963,"I would need to see the full code(header file) in order to find out the issue. Contact me if needed.","","",114,25,1,18,50.5323886,1,1,957,27,513,2833.587283,33,25,114,FALSE,"method invocation","","114",1,1,TRUE,"HIT08_54",-0.0298473032062359,3,0.649936931820758,TRUE
"1470",998,"Tue 2015 Jul 07 20:51:23.436","MICROTASK","98cg8a0A69-1:439ee9e-2i-106_3","HIT08_54","879AI-2e1E271","114","IF_CONDITIONAL","Is there any issue with the conditional clause between lines 104 and 106 that might be related to the failure?","NO_THERE_IS_NOT_AN_ISSUE",2,5,3,275690,"f and r or ch1 and ch2 are both lowercase so there is no issue. ",1.44e+12,"C++","Undergraduate_Student","Male","University",4,"USA",22,TRUE,FALSE,TRUE,TRUE,TRUE,4,813963,"I would need to see the full code(header file) in order to find out the issue. Contact me if needed.","","",104,124,4,50,195.3445298,3,2,957,27,513,2833.587283,33,25,104,FALSE,"conditional","","104;105",2,3,TRUE,"HIT08_54",-0.0298473032062359,3,0.649936931820758,TRUE
"1473",1000,"Tue 2015 Jul 07 20:52:08.769","MICROTASK","3AG2a6c-6-4-6:485Gg1i-6E-150:13GC7c-2c-843_3","HIT08_54","874ga-8i-1I70-6","127","METHOD_INVOCATION","Is there any issue with the  method invocation(s) 'charAt'  at line  121 that might be related to the failure?","YES_THERE_IS_AN_ISSUE",1,4,2,355895,"str.charAt(5) would return O which !=  _ ",1.44e+12,"python","Other engineer","Male","University;Web",6,"USA",30,TRUE,TRUE,TRUE,TRUE,TRUE,5,244889,"","","",121,27,2,26,72.99122797,1,1,957,27,513,2833.587283,33,25,121,FALSE,"method invocation","","121",1,1,FALSE,"HIT08_54",0.511037248124214,4,0.672912271956346,TRUE
"1476",1001,"Tue 2015 Jul 07 20:53:10.085","MICROTASK","98cg8a0A69-1:439ee9e-2i-106_3","HIT08_54","879AI-2e1E271","106","IF_CONDITIONAL","Is there any issue with the conditional clause between lines 95 and 97 that might be related to the failure?","NO_THERE_IS_NOT_AN_ISSUE",3,5,3,106648,"The str is not null. null was not returned.",1.44e+12,"C++","Undergraduate_Student","Male","University",4,"USA",22,TRUE,FALSE,TRUE,TRUE,TRUE,4,813963,"I would need to see the full code(header file) in order to find out the issue. Contact me if needed.","","",95,31,3,29,74.96391252,3,2,957,27,513,2833.587283,33,25,95,FALSE,"conditional","","95;96",2,3,TRUE,"HIT08_54",-0.0298473032062359,3,0.649936931820758,TRUE
"1479",1003,"Tue 2015 Jul 07 20:56:28.390","MICROTASK","28Gc-2i-9C-18-2:442cA-6G6i-749_3","HIT06_51","327Gi-1a1i-90-9","93","METHOD_INVOCATION","Is there any issue with the  method invocation(s) 'add; toString'  at line  258 that might be related to the failure?","NO_THERE_IS_NOT_AN_ISSUE",1,4,4,813698,"This line isn t doing a comparison like the failure says.  It is concatenating strings.",1.44e+12,"c++","Professional_Developer","Female","University",14,"USA",36,TRUE,TRUE,TRUE,FALSE,TRUE,4,182755,"","","",258,59,1,20,63.39850003,1,1,516,9,262,1541.252479,28,18,254,FALSE,"method invocation","","258",1,1,TRUE,"HIT08_54",-0.0298473032062359,3,0.62161417274137,TRUE
"1484",1006,"Tue 2015 Jul 07 20:58:01.480","MICROTASK","28Gc-2i-9C-18-2:442cA-6G6i-749_3","HIT06_51","327Gi-1a1i-90-9","87","VARIABLE_DECLARATION","Is there any issue with the use or the definition of variable 'exp' in the source code below that might be related to the failure?","NO_THERE_IS_NOT_AN_ISSUE",2,5,1,93090,"This line should not be causing a problem as it is just a variable assignment.",1.44e+12,"c++","Professional_Developer","Female","University",14,"USA",36,TRUE,TRUE,TRUE,FALSE,TRUE,4,182755,"","","",250,12,1,10,23.21928095,1,1,516,9,262,1541.252479,28,18,246,FALSE,"variable","","250;252;254;258",5,5,TRUE,"HIT08_54",-0.0298473032062359,3,0.62161417274137,TRUE
